DW_CLIENTE;customerkey;address_number;business_family;business_unit;customer;customer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type
c6dcfcf8b6f6dd4203a4b5c995c1ed30114b194608b9c16c36b08877d550226c;10013061;"";R3;1;Gammel Group;G3;1;\"\";816-455-8733;5;S5;C
fa48a61bc6f0145e64b763889ab9f3af6a9a408c91ce9a95385a8c2eb4240c74;10014238;10014238;R3;1;Harbor Store;G1;1;M1;816-455-8733;5;S19;C
fe57f68d849d306884f891a38cfa64203c971fe03f3d54487239a3dc593076dd;10026009;10026009;R3;1;Vectrix Shop;G1;1;M1;816-455-8733;5;S18;C
f3bd41262b8ac712b8f7ee956b3b3ebb9783af1a3609992883c2adf93fa3b8ce;10025039;10025039;R1;1;Tandy Superstore;G2;2;\"\";816-455-8733;4;S11;C
b8b352bcc8c24852d40fe0f7795e89705b832deeb93d7d7d26b72dc568765f78;10019194;"";R3;1;Kerite Company;G2;1;\"\";816-455-8733;5;S14;C
81a66895165b1ffa72669f09c6a1e865be8318d4aef6874578feff1ba36cb309;10013426;"";R3;1;GDC Shop;G2;1;\"\";816-455-8733;5;S1;C
88e4be36978a51e3a4c9da2d75e937123e3da93a6ae8e010ccaa1d4067938fce;10025033;10025033;R3;1;Tally Store;G2;2;\"\";816-455-8733;1;S16;C
fff6a3d77cdb523379ac9ab4178146613a481a69fcc067b0c51525c2e208c90b;10014802;"";R3;1;HBS Shop;G1;1;M1;816-455-8733;5;S19;C
6812776722e9c786f1a4875a6dd3855e83abec78ee321a3b8f476024bd2bb259;10012885;"";R3;1;Gainunion Shop;G2;1;\"\";816-455-8733;5;S16;C
debf7e13e8e3f13196a49fffcb65d8d70666d5a23a2a00ae73b910c5aa160b5c;10021472;10021472;R3;1;Parabole Shop;G3;1;\"\";816-455-8733;0;S5;C
c5015d58966b8032e74cd2e9b7bade7ae33d6c628118103b7a8babae4886e14c;10006093;10006093;R3;1;BigJobs Shop;G2;2;\"\";816-455-8733;4;S9;C
f9123eedea164eeeccc5f9b32719e2d6dd3346c23ce6281202fe10e8b10cc1fa;10020864;"";R2;1;One Store;G2;1;\"\";816-455-8733;5;S1;C
cd8db7776961157530d494cd21ca5138b4e7e84b57427ce0d68a294e69b97de7;10011521;10011521;R2;1;Farr Market;G2;2;\"\";816-455-8733;2;S5;C
9b9d86a1f85e10fe45f016bbfc2f4fab53fe0bade87cd056a55e7b7f8ac706f0;10018352;"";R3;1;Johnson Store;G3;1;\"\";816-455-8733;5;S5;C
95efbf8853a675c0d6a17812490ea06e264e1b1d7c8ce86fd7cafcaa6edafa5d;10013188;10013188;R3;1;Gartner Supermarket;G2;2;\"\";816-455-8733;2;S16;C
0b3afa4cdbb5be3c851ab3ca16787fdb35e9b4dc30f521ad8b500921c92a784a;10025025;10025025;R3;1;Taligent Midstore;G2;2;M1;816-455-8733;1;S16;C
4e97c0883a2c5cebd3a88010b1f4081dab80a852cc6ed4693bbc4469e05fc0b8;10002746;10002746;R3;1;Active Supermarket;G2;2;\"\";816-455-8733;4;S9;C
c2f8ddc228f8a059fc57ce563f341f482eef4295ddf4d54bec42334dbc8d12e2;10000460;10000460;R3;1;Meals Market;G2;2;\"\";816-455-8733;2;S16;C
c1e9e163c928307752d9b25aa4607ec008e3bea2de4d0bbfa6a4430b0c70425f;10020184;10020184;O2;1;Matradi Megastore;G2;2;\"\";816-455-8733;2;S12;C
10e8e9be8c60faa25837390344b8b3284ea9ce0726ec76cad817e5d4f6befe74;10018885;10018885;R3;1;Kawneer Market;G2;2;\"\";816-455-8733;1;S1;C
b5f9b21f4baa385a8dfdabef4c7823700b325e7960ad5924777bbc4008a7b724;10024034;10024034;R3;1;Script Supermarket;G3;1;\"\";816-455-8733;0;S5;C
e0c87b50f9c48d50ac85a6823b3e957fc7628cc5a77b0c5cbd8a2c19dc614182;10019105;10019105;R3;1;Kensington Market;G2;2;\"\";816-455-8733;3;S1;C
79c7db7d2bea80b26a40ac85c03ed44795db381964f96fe2de7c8d4e3375f53e;10011724;10011724;O2;1;Federal Supermarket;G3;1;\"\";816-455-8733;0;S1;C
ab56b50d10ae849262efdff46a9f5e9f3fc2b5cb48b3b2e10cc48cbd90b74052;10000499;"";R3;1;ABSolute Shop;G2;1;\"\";816-455-8733;5;S16;C
ce3a6e57222930494feb0f269af075e67b59451be35d30b8d66f9d172461b286;10020393;10020393;R3;1;Minneapolis Supermarket;G2;2;\"\";816-455-8733;1;S1;C
6a9280a673d14f28c59fbcffb6c0ee16b73f92ed7404632f5e938c93eb0102a3;10025285;10025285;R3;1;Transalta Store;G2;2;\"\";816-455-8733;2;S16;C
1d6f29bc4a38e69144c08289f9a3ff2cb66350f44cdd436b8aba7fda012f3e19;10003720;10003720;R2;1;Age Shop;G2;2;\"\";816-455-8733;3;S5;C
03f4294d78f03ace83cd2d898e98ed06799e0b7dc2932093b7e44f42c5156e50;10015253;"";R3;1;Hekimian Store;G3;1;\"\";816-455-8733;5;S8;C
d086da749be82857cce2de3a032e9e9b344521cdb070e429efee141ae9aee9ee;10024010;10024010;R2;1;Screaming Market;G2;2;\"\";816-455-8733;4;S3;C
e73c629517c5dd8eb11ef927b187dbb943c15c72851f26ba4a9b9e52c5667dd9;10024915;"";R3;1;Systems Store;G1;1;M1;816-455-8733;5;S16;C
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855;"";"";"";"";"";"";"";"";"";"";"";""
e27685a2c737318c8b8b72f10c975baf467b9d68caba5bc9a952dc3a6872b000;10025052;10025052;O2;1;Target Gigstore;G1;1;\"\";816-455-8733;5;S1;C
7488a1440ad31937cc036c6107ee51117137e3eecc7146b08a41a83758b2dd74;10011734;10011734;R3;1;Felidae Enterprises;G2;2;\"\";816-455-8733;2;S16;C
8a367e1731b6959a40688c9cb59b88d4cf14044c5102bd1e381aaeb1a8a7c25e;10017553;10017553;R2;1;iLanguage Shop;G2;2;\"\";816-455-8733;4;S5;C
bf281cb69c3c677286ad35e08114b27cd2bee7cd27c305e4b8cd105de43d3666;10024541;10024541;R3;1;Southern Supermarket;G2;2;\"\";816-455-8733;4;S9;C
d7c439b35a324f7229e1edc27c06912dfdbe4dc2b87aae647adb10e15e0a8edb;10011360;"";R2;1;Equitable Store;G2;1;\"\";816-455-8733;5;S5;C
ebc0be7dd416ef629536691cfcd91d9437572f1ba2677af41c73d1c76628eb21;10015325;"";R2;1;Helius Shop;G2;1;\"\";816-455-8733;5;S5;C
40044af4a2a264f003269d7dd7bd4383898337bf491d2c738aae4320eda70e3e;10019469;"";R3;1;kGS Shop;G2;1;\"\";816-455-8733;5;S1;C
caf0ea898439e5ab9be3ea830d543632e2e50a2d48dc033fc8a033022dbc43ef;10025287;10025287;R2;1;TransCanada Store;G2;2;\"\";816-455-8733;4;S5;C
d81a7a013d27b778e9353ad6de6c012f7f0af2a476e78eacc64208bbfa8e5057;10000473;10000473;R3;1;Aaron Supermarket;G2;2;\"\";816-455-8733;1;S16;C
072183235e17e2cd25c54fbcfc3fda1146319d469686d2a03085e323df86a88e;10026334;"";R3;1;Wayne's Market;G2;1;\"\";816-455-8733;5;S16;C
d8641e24dcd2288ac6979b1161a96cfb148904517d39964caf0baee5c43adce0;10024003;10024003;R2;1;Scientific Supermarket;G2;2;\"\";816-455-8733;1;S3;C
d7fc18607663d36373fc9a962d419a3186d9f4631ebb8583048bb0a59104e272;10004256;10004256;R3;1;Benedict Shop;G2;2;\"\";816-455-8733;1;S16;C
10192637ea474fb05cbebc50aa54174d0e9b84be2ffff0a91ceef7f1ae774ae3;10007866;10007866;R3;1;Camros Shop;G1;1;M1;816-455-8733;5;S16;C
26dc242eec36b0fb299737eff1f52bae7221e4618c218b7e103f8c8407063c6b;10020927;10020927;R3;1;Outbreak Shop;G2;2;\"\";816-455-8733;4;S16;C
96b9c8f204701943b4c4bbaab4fd7aad744d8f3e9af103445aa1423a19ef5e61;10025249;10025249;R1;1;Texasgulf Market;G2;2;\"\";816-455-8733;2;S11;C
99fa093928a3fde51c60476d30dbde05c036d3dc4cab912a70462edd21727721;10013039;"";O2;1;Gamma Supermarket;G2;1;\"\";816-455-8733;5;S12;C
37373acec0af93cf53c8e58d8d4dc25299221bfe2524fdeadf145158f04f7c33;10019897;10019897;R3;1;Livermore Store;G2;2;\"\";816-455-8733;2;S16;C
68bb5a290e018d57fdb42a7b8a760380a11eb873d7359c22854627241ca46218;10017307;10017307;R3;1;Idyll Store;G3;1;\"\";816-455-8733;0;S8;C
fbe396c7044d3e0989b585b7fb6771b846cef7e6c989a12caa0ae6cf807c26b8;10021411;"";R3;1;Panix Shop;G2;1;\"\";816-455-8733;5;S4;C
4634e2bfc4c293e16df68998899f46755e5bec2b79a28c656ea3d991bb30af66;10009645;"";O2;1;Day Market;G2;1;\"\";816-455-8733;5;S12;C
d54d4be06289548a119ba5b79a45094b8bd846c157c30bc63cbe56a6a89cfa58;10027370;10027370;R3;1;Zeroo Gigastore;G1;1;M1;816-455-8733;5;S19;C
6f1a4e56722c49aace7d938fd9f5601747086048713a1e78fd307ee6e670e05b;10000486;"";R3;1;Aberdeen Shop;G2;1;\"\";816-455-8733;5;S14;C
cbdffa7933a5fa312bdafea73ce77e22e927fa82f349618137103c7ff6e42058;10020491;"";R3;1;Nbase Shop;G1;1;M1;816-455-8733;5;S16;C
711189541a5cb859982f6fc4bed1587f3702bec8b6056cb268f0fe731468a894;10026348;10026348;O1;1;WDND Shop;G2;2;\"\";816-455-8733;2;S5;C
c4e22077d0ed6f3aac9b09161347b62007fd8494f14d7c6e8f9baf467e12a050;10021422;10021422;R1;1;PAP Supermarket;G2;2;\"\";816-455-8733;1;S4;C
690ae271d191c995f672c51d5787b7ffb078c3c6637069a63985c2032606783a;10000471;10000471;R3;1;Aadast Shop;G1;1;M1;816-455-8733;5;S19;C
9867db1e4c7dea1d2ef034881d2c237e0fd5246c4aee2bbef4030b9dae4389fa;10017585;10017585;R3;1;Ilog Shop;G2;2;\"\";816-455-8733;4;S16;C
200ae393835d9efb318360b603028172517b1cc80d396eea75ea95f96707b5ab;10017852;"";R3;1;J.A. Supermarket;G1;1;M1;816-455-8733;5;S19;C
d36924ac079857abd1111cf3a7cc217bfa03281d8dc9c434652d84703519a5ce;10025269;10025269;R3;1;Toledo Market;G2;2;M1;816-455-8733;4;S16;C
c5125a8b102621ecf06650e25f51ff02b94ae7625f50ac89a04b909465a32446;10022962;"";R3;1;Reflex Store;G1;1;M1;816-455-8733;5;S19;C
6892c7348e08cc6b59e900817b5ac735330c7dd02549e914553b0ad6b299f6cd;10002244;10002244;O2;1;ACS Market;G2;2;\"\";816-455-8733;2;S12;C
7bd0fef61827357f9e7da8b33af2115c17f39c40c6175e9cc9cf9e7b554de7c2;10000466;10000466;R3;1;A2Z Store;G2;2;\"\";816-455-8733;1;S16;C
2086b2eb9602580224f3a5eb3ea9c06e41d04d48d0e1c546a3d166355919120d;10025305;10025305;R3;1;Ubicco Shop;G2;2;\"\";816-455-8733;1;S16;C
f369c617e26a58524e146d774ada037eb348a2234f1dbbaf078a4ca19841c1c5;10022750;10022750;R3;1;Ready-to-Run Shop;G2;2;M1;816-455-8733;4;S16;C
696ff15363d3709533799934c277f7f0537fe1214d6f455f9942e7b25b8bf3a4;10006846;10006846;R3;1;Bizmarts Shop;G2;2;\"\";816-455-8733;1;S1;C
81d0337f18fd53a98063fd40a8cf7223d7b40c7d399a4a81de2a291a87f80b56;10020413;10020413;R3;1;Molson Store;G2;2;\"\";816-455-8733;2;S1;C
88778e6b54b1f83c720738abd42f6bbb1eb4a0852b1fb9cea5ecf8942872002b;10020515;"";R3;1;NBX Stores;G2;1;\"\";816-455-8733;5;S1;C
f878ec9dc0654c7a72f843810c6467b00f2977af341db748d9ee733648fa315b;10019410;10019410;R1;1;Keystone Store;G3;1;\"\";816-455-8733;0;S2;C
0bfb5780f855d871ff01fb28524b49220d0ad50622156032b13f718c68a091c0;10026268;10026268;R2;1;WarRoom Store;G3;1;\"\";816-455-8733;0;S8;C
55b4d50e16903614de232e38db2b75a73a942e6c4318ffd6963e8be467575f31;10006805;10006805;R3;1;Bitstream Shop;G1;2;\"\";816-455-8733;2;S16;C
e25bbe4d121c373670fe2d3a80076a6fdd4f2f68aefb4b787ac77b82f057d930;10021380;"";R3;1;Pangaea Store;G2;1;\"\";816-455-8733;5;S9;C
6d95e87e53a6408580647db8a12bce41e80a08542d9cb02301be5df91b57c796;10015275;10015275;R3;1;Helios Shop;G2;2;\"\";816-455-8733;4;S16;C
41b0f21822d18e5452749c9bbed8ad00373c23b74d588de1d9364e31d0c97db5;10024477;10024477;R3;1;Smith Supermarket;G1;1;M1;816-455-8733;5;S16;C
fb7aa0759334ceff0a0ab43074eab814733546dee74af1f8a2168ef31c13e6e1;10025051;10025051;R3;1;Taos Supermarket;G2;2;\"\";816-455-8733;1;S16;C
d54c50a5f7ac5219f479e0496b0adc899c1936377a1ebb124c5491e2ddbd5992;10025252;10025252;R3;1;Times Store;G2;2;\"\";816-455-8733;4;S16;C
f8467c3ab0989d5fcc47e0b7f2d51207c997b5988fe220b0a9d9a093a32092b8;10003749;"";R3;1;Associates Shop;G1;1;M1;816-455-8733;5;S19;C
27480ad7cbde0a9bb46b948388b38fbfd86ad80007be3e8701c49d667b77697c;10022423;10022423;R2;1;Qwest Shop;G2;2;\"\";816-455-8733;4;S5;C
d8243b4347c4f18678575f92725e89b7e3623fa94ab041425cb4fe448c9a29de;10015783;10015783;R3;1;Hershey Supermarket;G2;2;\"\";816-455-8733;3;S1;I
beeddcb01cbaef63c661d80017a04feb0d053edb8aaf50d181078ceafa996284;10002240;10002240;R3;1;ACS Shop;G2;2;\"\";816-455-8733;3;S1;C
113f6537e0f4f148df978e071e8eba2dedc9f292f1b9f796eafbebec2c864369;10009642;10009642;R3;1;David Store;G2;2;\"\";816-455-8733;4;S16;C
6fcaf4e475a49dfd433cc41d6c38fc700fdbb001c8234bd11d9290d76f2eff1f;10013332;"";R3;1;GateMaster Shop;G2;1;\"\";816-455-8733;5;S16;C
be16c06272c79cdeb123b3b40cade40afaaba0a81560d1e25515a1ed5159299f;10026532;10026532;R2;1;Xediom Shop;G2;2;\"\";816-455-8733;4;S5;C
1e00463ca2517bf621b4b1de1b0e0e4d28e267d4acb05e1209c97f6b15d0f379;10010906;10010906;R3;1;ediSys Shop;G2;2;\"\";816-455-8733;3;S1;C
014df0906eb0840e4a465b951777a43320371687b614efa923fca420193065ca;10025034;10025034;R3;1;Talou Shop;G2;2;\"\";816-455-8733;1;S4;C
ac9eda6b3a845c3a8749328a9cb9b3e895868ea4e1efdbbd1a345ad92eba3695;10021160;"";R3;1;Pacific Gigaplace;G1;1;M1;816-455-8733;5;S19;C
4eed9ad3dee85b8c7a83c13aa6e70ed4ccc6cbf49a0cac50a24bdf408015845b;10000469;10000469;R3;1;A-2-Z Supermarket;G3;1;\"\";816-455-8733;0;S5;C
d5ff459d599ebea528b7e9288d3416bd6a6eb54b6d96488de1f4e35b70c2216b;10019109;10019109;O2;1;KentISP Shop;G2;2;\"\";816-455-8733;1;S12;C
0926c8d3b91141db98a0b2a10f9729415e9d0d3ca4f09888026ef64998ca4ac5;10024524;10024524;R2;1;Southam Supermarket;G2;2;\"\";816-455-8733;4;S9;C
eca940f0dc2e89c7fe942031af845533cad55799032a1ec2ae034e2ed5fd181f;10023524;10023524;R3;1;Salias Gigaplace;G2;2;\"\";816-455-8733;2;S16;C
c21a8fb57d7599a6d11b473837d095f65393792a6c3ad35578c0e28504c20955;10009650;10009650;R3;1;Dayton Store;G1;1;M1;816-455-8733;5;S16;C
adb3f3251f45a821af8ec5bbfa799840fb6c44270da18d3cf7f585f1545083d7;10019388;10019388;R3;1;KeyComm Shop;G2;2;\"\";816-455-8733;1;S1;C
1b560cf170dd9f0da824c93946a3af1fa115c50354f5727dfb666f052d76b1b2;10019664;10019664;R1;1;Koppers Supermarket;G2;2;\"\";816-455-8733;4;S20;C
dad4d493e7d6195ec88660726ab3b370f7f224210e120077ea2b0ab093c5b5df;10002412;"";R3;1;Acsior Shop;G1;1;M1;816-455-8733;5;S19;C
3b0d2c340692c2d94060ad31169be4493babd0364ac5e77522fd342b018b55f2;10012328;"";R1;1;Finder Shop;G2;1;\"\";816-455-8733;5;S5;C
595213f2b2d9f050494736ddd0793fde5ff58240d50e618b601192cc54f03c80;10005861;"";R3;1;Big Supermarket;G1;1;M1;816-455-8733;5;S19;C
d27756012239f4dec6955bbb28a9cbbfe5d1533b8fe6b4f400d198acec36fc70;10021996;10021996;R3;1;Pinnacle Supermarket;G2;2;M1;816-455-8733;3;S16;C
97dd5cfac2e8d2f8a537168f582f560d9e08d075d87aa5b174116a410cc11f55;10024006;10024006;R3;1;ScotGold Market;G2;2;M1;816-455-8733;4;S16;C
836ef8bbe1826761eeeed87a89e3b79dce01801ee6a594ab29bfc23f1a67fc84;10017036;10017036;R1;1;Icon Superstore;G2;2;\"\";816-455-8733;4;S11;C
f3247d5a327ee755c5100375a6c987654aec620f83263212f99375e72b4add56;10012927;"";R3;1;Galaxy Supermarket;G2;1;\"\";816-455-8733;5;S1;C
cf5369bba1c1ad67c4f52050529f4885f9f80a4c6c3efdc89ddcba7727f1bb9b;10021750;"";R3;1;Paul Store;G2;1;\"\";816-455-8733;5;S16;I
bb68c84576d7a5924a082e745f283a35ab3881c2847834e98a958f4d8590bb13;10002149;"";R3;1;AccuLAN Shop;G2;1;\"\";816-455-8733;5;S16;I
d6a4d8324c4bccebaca9e18b6642517542955ee252a37e2c8f7fb7cfdf56892b;10010897;10010897;R2;1;Edify Shop;G2;2;\"\";816-455-8733;2;S2;C
fd5f667424efb9eb164e449f1d21d6c849f22fa5093084a7a98f3e8b0c2454ae;10026868;10026868;R3;1;Xyratex Shop;G1;1;M1;816-455-8733;5;S16;C
c12d9de6ab03645b9dba248f97f18458251956cdca5b9953c7c1bac69da0a9be;10005376;"";R3;1;Bibb Store;G2;1;\"\";816-455-8733;5;S1;C
31948201034d9849895deef10c9b4bb638f9e4d145ecbfc91c61cf898c5483ed;10026581;10026581;R3;1;Xetron Shop;G2;2;\"\";816-455-8733;2;S16;C
6f46b361b656cd8645e6959f2569b2ae0b4c30f65797773c1695590ea4a8bd3c;10025061;10025061;R3;1;Target Store;G2;2;\"\";816-455-8733;4;S9;C
3d9de9ebbb8a51408da1fdbf5f6374f1f14a4c1c1eb781eed58261d1cc18db8b;10000457;"";O2;1;A&G Shop;G1;1;\"\";816-455-8733;5;S1;C
c377742dd7fd8af23cb3944c9b4417c8ad265e2f17842567093bdcee4f0c2ff5;10002489;10002489;R3;1;ACT Supermarket;G2;2;\"\";816-455-8733;2;S16;C
ff286d176329bec9530859e823ae1e52471789e31c281e53b160eb03c4362aeb;10021203;10021203;O2;1;Pacific Market;G2;2;\"\";816-455-8733;1;S12;C
d991c08675ce3be9e63ac308a4df4fff477e33c424553d7df25b04c4ae1aaa79;10021240;"";R3;1;PAGE Shop;G2;1;\"\";816-455-8733;5;S1;C
a2e0b42afa70c35813c48be3871d8763f0e53ef38c98ce88f4d6f499547cf362;10022978;10022978;R3;1;Relcom Shop;G2;1;\"\";816-455-8733;5;S16;I
029cff7e9b5435e269e7b156ce1005f1c40518ff4cbee300f5631e6e7e5a9ec1;10016334;10016334;R3;1;Hobart Store;G2;2;M1;816-455-8733;4;S16;C
574190f452e2d8c763c03e230c8616f4e8bfd213579978ed496ebcce1f2be361;10014043;10014043;R3;1;Guarantee Supermarket;G1;1;M1;816-455-8733;5;S18;C
81e98503ac8f122e41ab7425b4972e5337bcc590da45be61050d972c22f56379;10002709;10002709;R3;1;Active Store;G2;2;\"\";816-455-8733;1;S1;C
3378b6955ed422fda51d13f7491763ac14afe5d74391615fc3ac23df816078ba;10014471;10014471;R1;1;Harts Superstore;G3;1;\"\";816-455-8733;0;S2;C
d808837094a3c08e8653b07cf418df7f06238450b495930c57b8d1e67b4f7ee0;10025032;10025032;R3;1;Talkland Shop;G1;1;M1;816-455-8733;0;S19;C
6c71b7e169e7da34c0109626fdaa9da992bb05e472b785390c2cf28290ac3876;10002128;"";R3;1;Access Store;G1;1;M1;816-455-8733;5;S19;C
80d068c5810a8386dac7750b07360d9ef4718ac760631843c04759fa3866a504;10025247;10025247;R2;1;Telesat Supermarket;G2;2;\"\";816-455-8733;3;S5;C
ae3bcd71efd71d1697d2b9c96397a076818c3ec9a1cb6175c25f3efbc6e2a430;10005099;"";R3;1;BF Supermarket;G2;1;\"\";816-455-8733;5;S16;C
af801e62c2f5b7bb6b34dd60c8dbbec2c7f8440d3d502218556de14f531966dc;10025418;"";R2;1;Ultra-Image Shop;G2;1;\"\";816-455-8733;5;S3;C
ea7bb4886d2d0a0a481f08fd40e8762f2b32012284db82b0586ea849bdfc95a3;10020907;10020907;R3;1;Onebox Shop;G1;1;\"\";816-455-8733;5;S16;C
8c083f69160aaea570ab1ae1920f781b08721566757e608d49b93b8e572abb03;10019400;10019400;R3;1;Keystar Superstore;G2;2;\"\";816-455-8733;4;S1;C
7e20b50c87bfaba963a83e7b804c6932a0442d0aee0be01bdbad2ce42efae817;10023513;10023513;R3;1;Sagent Shop;G2;2;\"\";816-455-8733;1;S16;C
631a407334871fe5c1cca318705abf24d1e99451f3ef28213b7dcda1b6969b52;10026355;10026355;R3;1;We Market;G2;2;\"\";816-455-8733;1;S3;C
1a93d5930f2e47fd6d1275bf29fb90f7b75d5cc89ddf8c7ef4d01e11f5a35ffe;10007122;10007122;R3;1;C Store;G2;2;\"\";816-455-8733;2;S16;C
c9632720035407ad8f27c4d0b940a08c77c78c7c684c610c9de897f6fb083bba;10011499;"";R3;1;Farmland Supermarket;G2;1;\"\";816-455-8733;5;S14;C
7932578417cc4cdbf4b97f545638d34541c4e18e6a3d7c271abac47ecb6e83a9;10002765;10002765;R3;1;Active Store;G2;2;\"\";816-455-8733;2;S16;C
55dcc111ca9cbfbb2246d0206ceba249ee7d057858660fe98d614689586cf5a7;10020281;"";R3;1;Mb Market;G1;1;M1;816-455-8733;5;S16;C
4c4f0baa34a3d1be2b1452ea6719d41bccb42eb715efbd98586f76158676b6b4;10014469;10014469;O2;1;Harte-Hanks Market;G2;2;\"\";816-455-8733;4;S12;C
c69845768f311b31d3601fec76537343968be266bf34429455389be9be876464;10023516;10023516;R3;1;SAIC Supermarket;G2;2;\"\";816-455-8733;2;S16;C
f98037bc96e6d06e4de8719b012c16ba6ec906bcb129bcf7f2e6739e9954f0b8;10026336;10026336;R3;1;WBM Store;G2;2;\"\";816-455-8733;2;S16;C
8ab19273f49152ff7fb44a7a9fe6a45e4a9fcf84dbba5e2d6d00e894bf70ddcc;10025021;10025021;R3;1;Tailwind Shop;G2;2;\"\";816-455-8733;4;S16;C
e9b5fda1e5d862429dcba88a035f7c65826e713745521db4b35c9dcf787ce498;10022434;10022434;R3;1;R&R Store;G2;2;\"\";816-455-8733;1;S4;C
cf46b04bf74724c3dd63794847dda3e741bed0c90ec2fda5fe91bbd3f020a109;10011732;10011732;R3;1;Federated Supermarket;G2;1;\"\";816-455-8733;5;S16;C
c4c4151ef7f1852d5d55548336265aa1da51d34b9c659db3fee04202adab2eb6;10000480;10000480;R2;1;Abbotsbury Shop;G2;2;\"\";816-455-8733;1;S5;C
111747a90806093e7d1b52216637cb8a807beadbb13c0de6bbf95e8917148f24;10027381;10027381;R3;1;Zero-Knowledge Supermarket;G2;2;\"\";816-455-8733;1;S16;C
66559b02a07263e762404f4ed079bb7227d351f56cf238e1bedc742803b7aacb;10025291;10025291;R3;1;Trend Market;G2;2;\"\";816-455-8733;4;S16;C
ec8541f11a6f8ae93db6d2cb60e3c35e41578e85b8bc0ed1df10a2ec5e25125c;10023760;10023760;R3;1;SataMine Shop;G2;2;\"\";816-455-8733;3;S1;C
cfb57d523144a7ef5a5bb75cca938772b0739c279552d4d85621da5dfc1a7f49;10012851;"";R3;1;Gailey Market;G2;1;\"\";816-455-8733;5;S1;C
9eb0381957dc25531e275d02d87bc58e15590aeec5cb20f8ce7afa735fd08c74;10023003;10023003;R3;1;Remedy Shop;G2;2;M1;816-455-8733;4;S16;C
a39c8ef4c41b0671e683d2626a28192439727bb62f71b3ada4ce510152ac2271;10026560;10026560;O2;1;Xentec Shop;G2;2;\"\";816-455-8733;4;S12;C
a068a61d52fb64bc6c3b4f49d61d0ebf1db2220bf5edb5d5c4171c5ac8bc4ef2;10025304;10025304;R3;1;UBF Shop;G2;1;\"\";816-455-8733;5;S16;C
db08797dab28f0ef9dd60cb411843594498b9285256acfbc78c68134108d5ec2;10013870;"";R3;1;Greymac Trust Company;G2;1;\"\";816-455-8733;5;S1;C
72714234dcc09f0b4bf1c1b4b0a671b32bae8a75605e16dad775eb03db672cf4;10009633;10009633;R3;1;Dan Store;G2;1;\"\";816-455-8733;5;S16;C
8150762636f9381beb0cd3d9268dab60b271b7fcf64a117d970084712a6f70e6;10009647;10009647;R3;1;Dayton Supermarket;G2;2;\"\";816-455-8733;1;S16;C
606df851fc6580f04b6bf5d90cab856f051a075d47f81ff57f6e0aecd09565b3;10002139;"";R1;1;Accrue Shop;G2;1;\"\";816-455-8733;5;S11;C
2dfc3d0cba5e5bbb43cc0fd0c8e77d0d1d3ad83f912955723b37321f95e4494a;10010914;10010914;R3;1;Editor Shop;G2;2;M1;816-455-8733;4;S16;C
21316e81ba60d1aea528c28052976b6282e1c594ed1c4cdbb62933f6d7d0eee5;10021305;"";R3;1;Pallister Supermarket;G2;1;\"\";816-455-8733;5;S1;C
073e33554745f61b6c65896f7a438c78d29f23cdf00a55211eec501656fcb93e;10006037;10006037;R3;1;Bigelow Store;G1;2;\"\";816-455-8733;2;S16;C
b3ef04af75ff804cdf56b0a94a92891fb003a38ff5df68d1a4d42138df39ac68;10021270;"";R3;1;Page Market;G2;1;\"\";816-455-8733;5;S16;C
867a958858761825e5db30c5620de56304e25165ac290eb28420d9c985f348c6;10011093;"";R3;1;EMC Shop;G2;1;M1;816-455-8733;5;S16;C
54af670a3121e476fa9a899818538ee042afd414f2aca81003aae464c3e9d864;10025919;10025919;R3;1;Vanstars;G2;2;M1;816-455-8733;1;S16;C
5c41935b426e52e695a0b31ab9f10ca36d4ce63b56b38398580090e0b07c6039;10009657;10009657;R3;1;DC-Works Shop;G2;2;\"\";816-455-8733;3;S16;C
b3a4d0dcecaeef9132499c2f22e70cd405427a17b400923189d7199f8a789e9d;10025238;10025238;R3;1;Team Supermarket;G2;2;\"\";816-455-8733;1;S4;C
4168173348c8f77cf04e64889bb22c407c9d0981abcc813e9bdda5b977c7e1f0;10025558;10025558;R3;1;Unisys Shop;G2;2;\"\";816-455-8733;2;S1;C
00cc04119d2797631ebefb8730de1ddf0ab7b3281e7a873ab3d065d228c37f5c;10005006;10005006;R1;1;Betacorp Shop;G2;2;\"\";816-455-8733;1;S11;C
ee07ef8332c6e519b9dd8073c399c7e3c0dcb04d63aba30e63cdb8c0f2c3e91a;10020247;"";R2;1;MAXSTRAT Shop;G2;1;\"\";816-455-8733;5;S5;C
ef193c40436b56fe05d4e32c6d9cf16400aaad15bf9cf58f6e6aebe90abd4cb3;10025737;"";R3;1;Userland Maxistore;G2;1;\"\";816-455-8733;5;S16;C
33946b83eb36faa963e41d5626757dc070cf24356d23d3fc1c25f4c23fd3f24a;10012369;"";R3;1;Finest Supermarket;G2;1;\"\";816-455-8733;5;S4;C
81504433e003cdafa7ac67ebf8dd95bb56a6b58b4216bdacd7b81c00a18735dc;10000497;"";R3;1;Abplus Shop;G1;1;\"\";816-455-8733;5;S16;C
5c23a67d725ba7ace4bb0a5bf3e63066db35a59e041f59dafad97e705ea7c471;10021331;"";R2;1;Palo Supermarket;G2;1;\"\";816-455-8733;5;S5;C
